Puntuaje,Tipo de Pago,Título comentario,Cuerpo comentario,Cuotas de pago,Valor del pago,Categoría producto,Peso producto (g),Largo producto (cm),Ancho producto (cm),Alto producto (cm),Ciudad cliente,Estado orden,Precio envío,ID vendedor,Secuencia de pago,Tiempo compra pedido,Fecha de cargo,Fecha de entrega prevista,Fecha estimada de entrega,Creación comentario,Lapso tiempo respuesta,Ciudad vendedor,Estado vendedor,Estado cliente,Fecha límite de envío
4,credit_card,,"A entrega foi super rápida, produto de ótima qualidade.",5,170.68,fashion_shoes,850.0,22.0,33.0,12.0,biritiba-mirim,delivered,13.52,7142540dd4c91e2237acb7e911c4eba2,1,2017-06-15 19:23:37,2017-06-16 15:37:45,2017-06-19 18:07:36,2017-07-26 00:00:00,2017-06-22 00:00:00,2017-06-22 23:49:21,penapolis,SP,SP,2017-06-30 19:35:28
5,credit_card,,"Boa tarde! 
Recebi as outras duas calculadoras dois dias depois, tudo ok. 
Obrigado. ",1,54.09,stationery,80.0,17.0,14.0,9.0,salto,delivered,7.78,fcb5ace8bcc92f75707dc0f01a27d269,1,2018-02-19 19:46:22,2018-02-22 23:28:19,2018-02-26 15:37:15,2018-03-05 00:00:00,2018-02-27 00:00:00,2018-03-01 20:30:55,guarulhos,SP,SP,2018-02-23 20:47:07
5,credit_card,Excelente,Excelente gostei o produto chegou antes do prazo,1,34.38,sports_leisure,250.0,16.0,11.0,10.0,sao paulo,delivered,7.39,8d956fec2e4337affcb520f56fd8cbfd,1,2018-06-11 08:06:48,2018-06-11 15:01:00,2018-06-13 22:46:26,2018-06-20 00:00:00,2018-06-22 00:00:00,2018-06-22 22:57:33,sao bernardo do campo,SP,SP,2018-06-13 08:31:14
2,credit_card,Ruim,"Não foi como o esperado o produto foi parcialmente entregue,comprei 6 baldes de 15 kilos de impermeabilizante e recebi 5 falta 1 fiz uma reclamação porém não obtive resposta ainda,no aguardo",10,1308.18,construction_tools_construction,15650.0,32.0,32.0,34.0,rio de janeiro,delivered,58.03,1a932caad4f9d804097d7f8e615baed1,1,2018-05-10 19:22:34,2018-05-11 13:11:00,2018-05-17 20:16:07,2018-06-12 00:00:00,2018-05-18 00:00:00,2018-05-20 17:30:52,sao paulo,SP,RJ,2018-05-16 19:37:39
5,credit_card,,"
Eu adoro comprar na lannister na loja Americana porque atendimento é bom e as coisas sempre são boas nunca tive problema com a loja americana",5,262.38,garden_tools,6033.0,29.0,38.0,36.0,sao paulo,delivered,16.48,ffc470761de7d0232558ba5e786e57b7,1,2018-02-28 15:28:14,2018-03-02 13:12:52,2018-03-03 12:37:32,2018-03-13 00:00:00,2018-03-04 00:00:00,2018-03-04 18:14:09,guarulhos,SP,SP,2018-03-06 15:49:55
5,credit_card,,"O tapete veio todo dobrado, então ficou amassado e com vincos profundos . Espero que ele fique liso e sem rugas na medida que fique no chão ! ",6,1124.87,bed_bath_table,13250.0,50.0,55.0,40.0,rio claro,delivered,124.89,b4f8921fcc4ff77b66bea6dda43dcd51,1,2018-05-19 16:23:57,2018-05-21 15:07:00,2018-06-05 14:58:34,2018-06-19 00:00:00,2018-06-06 00:00:00,2018-06-07 01:36:00,caxias do sul,RS,SP,2018-05-24 16:31:00
1,credit_card,,Paguei por 2 produtos e só recebi 1. A película não veio!!! ,7,74.2,telephony,100.0,19.0,11.0,3.0,rio de janeiro,delivered,20.52,2138ccb85b11a4ec1e37afbd1c8eda1f,1,2017-03-09 10:32:31,2017-03-09 13:22:02,2017-03-14 10:23:57,2017-03-30 00:00:00,2017-03-15 00:00:00,2017-03-15 23:53:55,sao paulo,SP,RJ,2017-03-15 10:32:31
1,credit_card,,Paguei por 6 cadeiras e entregaram apenas 5,10,2234.66,office_furniture,19400.0,48.0,56.0,45.0,sao paulo,delivered,0.08,7c67e1448b00f6e969d365cea6b010ab,1,2017-10-02 15:49:23,2017-10-09 21:33:34,2017-10-11 17:11:54,2017-10-24 00:00:00,2017-10-12 00:00:00,2017-10-12 22:19:11,itaquaquecetuba,SP,SP,2017-10-13 16:05:19
2,credit_card,,creio que o atraso e dos correios,4,111.1,construction_tools_construction,2400.0,22.0,22.0,8.0,niteroi,delivered,17.1,0b35c634521043bf4b47e21547b99ab5,1,2018-02-23 20:55:33,2018-02-27 14:19:08,2018-03-23 18:56:50,2018-03-22 00:00:00,2018-03-24 00:00:00,2018-03-27 01:24:46,teixeira soares,PR,RJ,2018-02-28 21:32:44
5,credit_card,Ótimo,"Produto lindo , meus filhos amaram !",6,67.94,furniture_decor,800.0,30.0,13.0,14.0,sao paulo,delivered,13.04,715bbd5ba4e6b74cb0d2f29eb45058b0,1,2018-06-12 01:05:19,2018-06-13 12:27:00,2018-06-15 22:42:38,2018-06-29 00:00:00,2018-06-16 00:00:00,2018-06-18 04:02:17,serra negra,SP,SP,2018-06-14 01:16:26
5,credit_card,Recomendo,Produto atendeu às expectativas e chegou antes do prazo,2,143.54,stationery,1900.0,35.0,45.0,15.0,araraquara,delivered,23.64,0cab2da43793a6f3c5ed8514c5f54627,1,2018-07-27 10:30:54,2018-07-28 09:05:00,2018-08-01 23:16:48,2018-08-21 00:00:00,2018-08-02 00:00:00,2018-08-03 10:31:29,curitiba,PR,SP,2018-08-06 10:25:11
4,credit_card,,O PRODUTO VEIO CERTO POREM O PRAZO DE ENTREGA FOI MUITO LONGO A MERCADORIA VEIO E VOLTOU POR MAL ENCAMINHAMENTO,5,321.58,furniture_decor,3000.0,69.0,11.0,11.0,andradina,delivered,22.58,77530e9772f57a62c906e1c21538ab82,1,2017-07-02 13:51:10,2017-07-04 18:03:50,2017-07-17 17:31:55,2017-07-25 00:00:00,2017-07-18 00:00:00,2017-07-20 20:01:46,curitiba,PR,SP,2017-07-07 13:45:08
5,voucher,,Recebi o produto conforme o descrito e antes do tempo empresa Boa e séria ,1,20.0,electronics,150.0,30.0,20.0,10.0,rio de janeiro,delivered,14.1,8b321bb669392f5163d04c59e235e066,1,2018-01-03 19:46:53,2018-01-05 11:43:15,2018-01-09 17:14:07,2018-02-01 00:00:00,2018-01-10 00:00:00,2018-01-10 21:21:54,sao paulo,SP,RJ,2018-01-09 19:52:23
5,credit_card,,Produto entregue antes do prazo é o conjunto muito lindo. ,4,82.73,housewares,3050.0,30.0,30.0,30.0,cajamar,delivered,11.73,53e4c6e0f4312d4d2107a8c9cddf45cd,1,2017-11-24 07:15:45,2017-11-28 17:12:42,2017-12-01 22:07:06,2017-12-08 00:00:00,2017-12-02 00:00:00,2017-12-03 15:50:09,pedreira,SP,SP,2017-11-30 07:49:36
5,boleto,,Compra tranqüila e rápida.,1,118.89,luggage_accessories,2240.0,76.0,14.0,10.0,santos,delivered,58.9,f262cbc1c910c83959f849465454ddd3,1,2018-01-03 14:11:04,2018-01-04 17:29:46,2018-01-05 19:18:16,2018-01-19 00:00:00,2018-01-06 00:00:00,2018-01-08 21:32:27,sao paulo,SP,SP,2018-01-10 10:57:25
4,credit_card,,"produto bom,porém não oferece muitas opções para celulares,o meu veio com um pequeno defeito mas para uso em computador funciona muito bem.",4,166.59,computers_accessories,425.0,21.0,16.0,4.0,caririacu,delivered,37.59,70a12e78e608ac31179aea7f8422044b,1,2018-04-01 22:38:52,2018-04-04 22:10:53,2018-04-11 14:48:22,2018-05-04 00:00:00,2018-04-12 00:00:00,2018-04-13 12:24:03,jacarei,SP,CE,2018-04-09 22:50:16
4,voucher,,"As pulseiras vieram corretas, iguais a da foto, material bacana e resistente.",1,76.08,fashion_bags_accessories,100.0,16.0,11.0,5.0,belo horizonte,delivered,8.14,0ea22c1cfbdc755f86b9b54b39c16043,2,2017-10-09 14:42:25,2017-10-10 15:24:43,2017-10-16 22:44:13,2017-10-20 00:00:00,2017-10-17 00:00:00,2017-10-18 10:49:51,sete lagoas,MG,MG,2017-10-16 15:56:22
3,credit_card,,Veio amassado o podruto,8,84.88,housewares,3500.0,51.0,35.0,8.0,sao jose do barreiro,delivered,17.18,a2e874074c877c5a05abae80ad6e488f,1,2018-01-09 06:05:58,2018-02-05 15:51:57,2018-02-15 23:35:32,2018-03-07 00:00:00,2018-02-16 00:00:00,2018-02-19 06:38:42,sao jose do rio preto,SP,SP,2018-02-12 07:16:05
4,boleto,,Material de otima qualidade!,1,231.27,bed_bath_table,9750.0,35.0,30.0,12.0,alegre,delivered,26.27,37be5a7c751166fbc5f8ccba4119e043,1,2017-07-24 11:18:16,2017-07-28 18:15:47,2017-08-03 20:13:49,2017-08-21 00:00:00,2017-08-04 00:00:00,2017-08-08 12:09:00,sao paulo,SP,ES,2017-08-02 03:45:32
5,credit_card,,Muito satisfeito!,1,396.32,sports_leisure,3500.0,86.0,18.0,26.0,rio de janeiro,delivered,27.42,f8db351d8c4c4c22c6835c19a46f01b0,1,2017-09-16 21:58:40,2017-09-18 14:27:55,2017-09-27 21:56:04,2017-10-05 00:00:00,2017-09-28 00:00:00,2017-09-29 01:40:16,salto,SP,RJ,2017-09-20 22:10:14
5,credit_card,Recomendo,Bom produto,3,199.06,bed_bath_table,1750.0,30.0,30.0,18.0,rio de janeiro,delivered,19.06,7d456afc660226829370f3173d14520c,1,2018-08-09 10:39:41,2018-08-13 08:39:00,2018-08-17 22:20:37,2018-09-03 00:00:00,2018-08-18 00:00:00,2018-08-20 12:01:43,mogi das cruzes,SP,RJ,2018-08-14 10:35:18
3,credit_card,,Produto de qualidade média.,1,34.0,audio,167.0,16.0,11.0,4.0,novo hamburgo,delivered,14.1,7040e82f899a04d1b434b795a43b4617,1,2017-11-23 18:39:31,2017-11-25 11:53:23,2017-12-05 15:47:49,2017-12-20 00:00:00,2017-12-06 00:00:00,2017-12-06 19:08:22,sao paulo,SP,RS,2017-11-29 18:50:41
1,credit_card,,recebi apenas uma unidade e compramos duas,1,188.62,furniture_decor,1350.0,30.0,20.0,20.0,criciuma,delivered,16.31,1025f0e2d44d7041d6cf58b6550e0bfa,1,2018-02-24 17:02:37,2018-02-28 15:55:27,2018-03-17 00:08:35,2018-03-22 00:00:00,2018-03-18 00:00:00,2018-03-19 16:41:02,sao paulo,SP,SC,2018-03-02 17:15:32
3,debit_card,Não é o esperado!!,Produto bem diferente da foto.poderia ter sido embalado com mais proteção.pois chegou meio riscado!!sem falar na demora da loja parceira para fazer a postagem!,1,208.79,office_furniture,11700.0,36.0,35.0,54.0,belem,delivered,58.85,7c67e1448b00f6e969d365cea6b010ab,1,2018-07-16 21:58:19,2018-08-01 15:52:00,2018-08-08 15:08:49,2018-08-28 00:00:00,2018-08-09 00:00:00,2018-08-11 18:51:23,itaquaquecetuba,SP,PA,2018-08-05 22:10:12
5,boleto,Recomendo a todos!,Ótimo produto!,1,122.93,sports_leisure,2350.0,92.0,24.0,4.0,pedreira,delivered,32.93,e88165a185134e13fdfc85d4fa654db8,1,2018-06-18 09:27:06,2018-06-19 12:45:00,2018-06-20 17:32:29,2018-06-28 00:00:00,2018-06-21 00:00:00,2018-06-22 20:21:31,ferraz de  vasconcelos,SP,SP,2018-06-25 03:57:32
5,credit_card,Satisfeito,Produto excelente,3,156.19,toys,1100.0,30.0,30.0,30.0,sao joao del rei,delivered,36.19,25e6ffe976bd75618accfe16cefcbd0d,1,2018-06-24 20:26:36,2018-06-25 11:23:00,2018-06-30 16:36:55,2018-07-17 00:00:00,2018-07-01 00:00:00,2018-07-01 21:26:56,sao paulo,SP,MG,2018-06-26 20:54:52
5,credit_card,,Chegou bem rápido!,5,133.41,stationery,8000.0,30.0,35.0,55.0,guararapes,delivered,54.41,3d871de0142ce09b7081e2b9d1733cb1,1,2018-05-15 19:30:49,2018-05-16 06:34:00,2018-05-22 00:08:39,2018-06-04 00:00:00,2018-05-23 00:00:00,2018-05-23 03:48:33,campo limpo paulista,SP,SP,2018-05-21 19:53:04
1,credit_card,,"Comprei duas calças recebi apenas uma , mas consta no status que que recebi as duas ",10,421.33,fashion_male_clothing,850.0,45.0,35.0,10.0,guaiba,delivered,20.54,aaed1309374718fdd995ee4c58c9dfcd,1,2017-05-19 17:40:26,2017-05-22 13:39:04,2017-05-25 11:18:46,2017-06-12 00:00:00,2017-05-26 00:00:00,2017-05-27 12:22:52,timbo,SC,RS,2017-05-25 17:50:20
5,credit_card,Eu recomendo! ,É muito lindo! chegou bem embalado e rapidinho. Adorei! ,3,91.23,garden_tools,1500.0,30.0,30.0,22.0,londrina,delivered,41.33,1f50f920176fa81dab994f9023523100,1,2018-07-20 01:00:51,2018-07-20 14:03:00,2018-07-25 21:55:42,2018-08-07 00:00:00,2018-07-26 00:00:00,2018-07-27 05:44:04,sao jose do rio preto,SP,PR,2018-07-24 01:10:11
5,credit_card,,excelente e lindo,4,111.21,cool_stuff,500.0,31.0,27.0,7.0,varginha,delivered,11.31,f00e21b1e91a79653163b7fd8f293ff1,1,2017-04-06 13:45:15,2017-04-06 14:43:20,2017-04-17 15:47:02,2017-05-10 00:00:00,2017-04-18 00:00:00,2017-05-03 19:13:18,andradas,SP,MG,2017-04-17 14:03:14
3,boleto,,Os dois fones vieram com defeito. Um dos lados não funciona.,1,39.78,cool_stuff,163.0,17.0,13.0,11.0,sao paulo,delivered,7.39,92eb0f42c21942b6552362b9b114707d,1,2018-08-05 23:12:00,2018-08-09 10:16:00,2018-08-10 22:18:32,2018-08-21 00:00:00,2018-08-11 00:00:00,2018-08-15 00:22:17,sao paulo,SP,SP,2018-08-21 06:05:47
5,boleto,,ótimo vendedor.,1,32.38,computers_accessories,800.0,26.0,25.0,13.0,ubatuba,delivered,12.69,897060da8b9a21f655304d50fd935913,1,2018-02-27 14:28:48,2018-02-27 23:19:42,2018-03-23 20:38:57,2018-03-21 00:00:00,2018-03-23 00:00:00,2018-03-24 15:02:15,ribeirao preto,SP,SP,2018-03-07 14:55:30
5,credit_card,,GOSTEI DO PRODUTO,3,103.55,bed_bath_table,1350.0,44.0,35.0,2.0,sao paulo,delivered,13.65,da8622b14eb17ae2831f4ac5b9dab84a,1,2017-09-21 10:07:01,2017-09-26 17:52:38,2017-09-29 17:33:13,2017-10-18 00:00:00,2017-09-30 00:00:00,2017-10-02 21:50:02,piracicaba,SP,SP,2017-10-02 10:26:08
4,credit_card,,Parabéns a entrega rápida,6,111.08,health_beauty,825.0,23.0,15.0,5.0,ribeirao preto,delivered,12.08,4e922959ae960d389249c378d1c939f5,1,2017-03-20 11:23:37,2017-03-21 13:41:47,2017-03-27 15:22:58,2017-04-10 00:00:00,2017-03-28 00:00:00,2017-03-31 03:35:33,jacarei,SP,SP,2017-03-24 11:23:37
5,credit_card,,Ótimo produto e entrega rápida.,2,86.73,cool_stuff,1050.0,42.0,15.0,25.0,queimados,delivered,16.74,7a67c85e85bb2ce8582c35f2203ad736,1,2017-08-09 09:24:56,2017-08-10 18:57:30,2017-08-15 17:36:41,2017-08-31 00:00:00,2017-08-16 00:00:00,2017-08-20 01:30:10,sao paulo,SP,RJ,2017-08-15 09:43:48
5,credit_card,,Compro varias vezes da lannister.com. Sempre satisfeito ,1,87.0,housewares,200.0,20.0,15.0,10.0,sao paulo,delivered,8.72,f0b47fbbc6dee9aafe415a6e33051b3f,1,2017-11-22 16:40:23,2017-11-28 19:48:46,2017-11-30 13:49:03,2017-12-04 00:00:00,2017-12-01 00:00:00,2017-12-01 19:25:26,maua,SP,SP,2017-11-28 16:48:33
5,voucher,,"Produto chegou bem antes do prazo estipulado, mas tive que ir retirar o produto, pois não era entregue pela transportadora.",1,9.05,home_appliances_2,13200.0,66.0,67.0,19.0,sumare,delivered,18.0,01cf7e3d21494c41fb86034f2e714fa1,2,2017-01-28 17:59:37,2017-01-31 05:21:37,2017-02-07 08:58:13,2017-03-15 00:00:00,2017-02-08 00:00:00,2017-02-09 09:48:57,francisco beltrao,PR,SP,2017-02-01 17:59:37
5,credit_card,entregue,entrega rápida e eficiente,2,67.57,health_beauty,380.0,17.0,13.0,11.0,santa barbara d'oeste,delivered,8.57,5a413ade68e8f8d93071a7f52a64cb9e,1,2018-08-20 21:33:51,2018-08-21 16:45:00,2018-08-24 03:27:03,2018-08-29 00:00:00,2018-08-24 00:00:00,2018-08-28 11:22:35,sao paulo,SP,SP,2018-08-22 21:50:17
5,credit_card,Ótimo,Ótimo,6,68.22,baby,750.0,20.0,13.0,13.0,tibagi,delivered,19.32,4b9750c8ad28220fe6702d4ecb7c898f,1,2018-06-10 12:46:49,2018-06-11 14:54:00,2018-06-15 12:03:37,2018-07-12 00:00:00,2018-06-16 00:00:00,2018-06-16 20:42:16,limeira,SP,PR,2018-06-13 13:11:21
5,credit_card,,Super recomendo,3,32.77,telephony,100.0,18.0,11.0,6.0,braganca paulista,delivered,7.78,7d76b645482be4a332374e8223836592,1,2017-12-12 12:58:25,2017-12-13 16:14:00,2017-12-14 22:07:11,2017-12-29 00:00:00,2017-12-15 00:00:00,2017-12-18 13:37:20,sao paulo,SP,SP,2017-12-18 13:10:59
5,voucher,Recebido,Produto de qualidade!,1,20.0,fashion_bags_accessories,150.0,21.0,14.0,9.0,rio de janeiro,delivered,18.27,b372ee768ed69e46ca8cdbd267aa7a38,3,2018-06-01 21:24:10,2018-06-04 15:30:00,2018-06-20 23:34:43,2018-07-27 00:00:00,2018-06-21 00:00:00,2018-06-22 09:14:46,sao jose do rio preto,SP,RJ,2018-06-13 21:35:12
5,credit_card,,Foi entregue até antes do prazo.,4,292.63,sports_leisure,3050.0,62.0,22.0,10.0,brasilia,delivered,22.73,70eea00b476a314817cefde4aad4f89a,1,2017-12-04 13:44:41,2017-12-12 22:43:20,2017-12-19 20:13:53,2017-12-29 00:00:00,2017-12-20 00:00:00,2017-12-20 23:40:41,itatiba,SP,DF,2017-12-08 16:47:43
5,credit_card,,Menor do que imaginava a foto demonstra que maior mas ficou bonitinho ,1,59.24,flowers,600.0,30.0,20.0,15.0,santos,delivered,9.34,e62b2d6ac10570a035a30bafcf01d263,1,2017-11-07 02:55:51,2017-11-10 19:48:03,2017-11-16 21:07:58,2017-11-21 00:00:00,2017-11-17 00:00:00,2017-11-18 22:33:10,sao paulo,SP,SP,2017-11-13 03:10:23
3,voucher,,Minha mercadoria não chegou e ninguém entrou em contato para resolver nada...,1,33.18,bed_bath_table,800.0,16.0,16.0,10.0,camacari,shipped,23.31,1835b56ce799e6a4dc4eddc053f04066,2,2018-03-21 13:05:30,2018-03-22 00:13:35,,2018-04-16 00:00:00,2018-04-18 00:00:00,2018-04-20 05:01:01,ibitinga,SP,BA,2018-03-27 13:15:27
4,credit_card,Gostei,"Produto muito bom, porém comprar pelo site tem o inconveniente de não ter como saber se o produto (nesse caso) é forte e resistente. Vou ter que usar por um período para avaliar melhor.",4,89.36,bed_bath_table,1100.0,45.0,35.0,8.0,sao paulo,delivered,9.46,8160255418d5aaa7dbdc9f4c64ebda44,1,2018-05-15 23:32:20,2018-05-16 15:47:00,2018-05-18 19:04:08,2018-05-30 00:00:00,2018-05-19 00:00:00,2018-05-26 01:03:30,ibitinga,SP,SP,2018-05-20 23:54:24
1,credit_card,Produto Incorreto,"Mesmo com todo o descritivo correto, o produto enviando estava incorreto gerando problemas de devolução e novo recebimento alem de aumentar mais ainda o prazo de entrega.",1,280.84,construction_tools_construction,600.0,16.0,11.0,11.0,queimadas,delivered,53.94,8648b1e89e9b349e32d3741b30ec737e,1,2018-06-21 17:10:24,2018-06-25 14:49:00,2018-07-03 16:11:57,2018-07-25 00:00:00,2018-07-04 00:00:00,2018-07-05 13:01:25,jacarei,SP,PB,2018-06-26 08:31:39
5,credit_card,,Excelente produto. Bom para qq fotógrafo.,5,85.6,electronics,600.0,16.0,11.0,16.0,brasilia,delivered,25.7,7178f9f4dd81dcef02f62acdf8151e01,1,2017-10-13 21:51:40,2017-10-18 22:07:53,2017-10-25 22:18:38,2017-11-13 00:00:00,2017-10-26 00:00:00,2017-10-27 01:33:57,videira,SC,DF,2017-10-23 23:07:07
3,credit_card,,"esperava pelo preço que o produto fosse melhor.
o material é de baixa qualidade e a tampa fica meio solta. não gostei pelo preço absurdo. nao vale a pena. ",6,317.2,furniture_decor,1900.0,28.0,21.0,19.0,apucarana,delivered,17.21,710e3548e02bc1d2831dfc4f1b5b14d4,1,2017-02-06 14:02:03,2017-03-08 15:34:12,2017-03-13 10:52:40,2017-03-13 00:00:00,2017-03-14 00:00:00,2017-03-15 11:25:00,rolandia,PR,PR,2017-02-10 14:02:03
5,credit_card,,"Adorei a mercadoria exatamente como descreve no anúncio e a entrega antes do prazo,recomendo.",7,146.69,bed_bath_table,1800.0,30.0,30.0,5.0,juruena,delivered,23.79,8160255418d5aaa7dbdc9f4c64ebda44,1,2018-03-25 13:37:45,2018-03-27 13:36:38,2018-04-09 19:34:25,2018-04-24 00:00:00,2018-04-10 00:00:00,2018-04-11 13:31:20,ibitinga,SP,MT,2018-03-30 13:32:23
5,credit_card,,"Faria negócio novamente, produto chegou antes do prazo!",3,112.82,consoles_games,250.0,19.0,14.0,2.0,belo horizonte,delivered,12.83,7299e27ed73d2ad986de7f7c77d919fa,1,2017-11-24 13:19:07,2017-11-25 11:47:10,2017-12-11 16:33:31,2017-12-14 00:00:00,2017-12-12 00:00:00,2017-12-12 19:27:40,araguari,MG,MG,2017-11-30 15:31:31
5,boleto,Recomendo,"Adorei minha compra, veio tudo como imaginei, perfeito, com certeza recomendo.",1,178.9,office_furniture,7433.0,57.0,31.0,68.0,alegrete,delivered,58.92,7c67e1448b00f6e969d365cea6b010ab,1,2018-07-24 08:58:05,2018-08-07 17:22:00,2018-08-14 19:34:53,2018-09-03 00:00:00,2018-08-15 00:00:00,2018-08-15 23:28:11,itaquaquecetuba,SP,RS,2018-08-14 03:15:20
5,credit_card,,so achei que a entrega seria rápida como a entrega do stark mas chegou no prazo previsto pela loja não tenho com que reclamar chegou tudo perfeito obrigada,10,709.93,consoles_games,1500.0,33.0,11.0,25.0,sao paulo,delivered,20.04,522620dcb18a6b31cd7bdf73665113a9,1,2017-01-22 16:03:50,2017-01-26 12:06:47,2017-02-01 12:32:27,2017-02-20 00:00:00,2017-02-02 00:00:00,2017-02-05 18:19:22,cascavel,PR,SP,2017-01-26 16:03:50
5,voucher,,Produto lindo....ameu5,1,98.56,home_construction,750.0,16.0,16.0,20.0,sao leopoldo,delivered,18.66,213b25e6f54661939f11710a6fddb871,1,2018-07-17 12:33:49,2018-07-27 14:10:00,2018-08-01 11:51:41,2018-08-16 00:00:00,2018-08-02 00:00:00,2018-08-02 22:11:34,salto,SP,RS,2018-07-27 12:45:10
5,credit_card,loja parceira perfeita!!!,parabens pela rapidez na entrega e produto com qualidade,1,35.25,home_appliances,750.0,22.0,25.0,35.0,mairipora,delivered,8.35,9674754b5a0cb32b638cec001178f799,1,2018-08-13 16:32:39,2018-08-14 15:15:00,2018-08-15 14:57:47,2018-08-21 00:00:00,2018-08-16 00:00:00,2018-08-18 19:16:17,sao paulo,SP,SP,2018-08-16 16:45:19
4,credit_card,,Muito bom custo benefício ,2,97.33,sports_leisure,683.0,20.0,19.0,19.0,vila velha,delivered,16.33,218d46b86c1881d022bce9c68a7d4b15,1,2018-01-13 16:37:39,2018-01-15 17:53:02,2018-01-23 19:41:21,2018-02-08 00:00:00,2018-01-24 00:00:00,2018-01-27 09:01:12,ribeirao preto,SP,ES,2018-01-18 16:49:41
1,credit_card,,produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação),5,491.93,housewares,27800.0,80.0,40.0,40.0,ubatuba,delivered,52.03,fdaaf5bfda82b7b80535610c831b8d09,1,2018-03-04 14:28:44,2018-03-05 18:28:48,2018-03-10 15:58:55,2018-03-21 00:00:00,2018-03-11 00:00:00,2018-03-13 21:17:09,sao jose do rio preto,SP,SP,2018-03-08 14:48:48
1,boleto,,"nao recebi a quantidade de produto q paguei
falta um kit. o que faço?",1,293.58,sports_leisure,163.0,21.0,14.0,12.0,sao bernardo do campo,delivered,8.37,e9779976487b77c6d4ac45f75ec7afe9,1,2017-10-03 08:02:28,2017-10-06 21:03:32,2017-10-10 19:52:18,2017-10-19 00:00:00,2017-10-11 00:00:00,2017-10-17 11:46:19,praia grande,SP,SP,2017-10-11 02:44:39
5,credit_card,,produto entregue antes do prazo,3,35.05,books_general_interest,500.0,20.0,15.0,22.0,petropolis,delivered,15.1,1bb2bdb95f4841f1bba2c0d2cd83d3c9,1,2018-01-09 23:35:51,2018-01-15 20:42:17,2018-01-20 17:15:22,2018-02-07 00:00:00,2018-01-21 00:00:00,2018-01-29 23:17:13,sao paulo,SP,RJ,2018-01-15 23:53:13
5,credit_card,Wagner ,100%,2,27.39,sports_leisure,150.0,16.0,16.0,16.0,jandira,delivered,7.4,4830e40640734fc1c52cd21127c341d4,1,2018-08-12 23:12:13,2018-08-13 15:24:00,2018-08-16 20:03:26,2018-08-17 00:00:00,2018-08-17 00:00:00,2018-08-22 03:06:09,sao paulo,SP,SP,2018-08-14 23:25:09
5,credit_card,,"É igual da foto, chegou antes do prazo",3,123.61,furniture_decor,1500.0,55.0,42.0,15.0,sao jose dos campos,delivered,13.79,cca3071e3e9bb7d12640c9fbe2301306,1,2017-08-22 13:09:32,2017-08-25 12:23:39,2017-08-30 18:49:59,2017-09-15 00:00:00,2017-08-31 00:00:00,2017-09-01 10:06:12,ibitinga,SP,SP,2017-08-31 13:26:05
5,credit_card,,Gostei muito de comprar nessa loja,5,56.78,furniture_decor,600.0,25.0,25.0,8.0,piripa,delivered,16.79,8a32e327fe2c1b3511609d81aaf9f042,1,2017-08-12 21:48:34,2017-08-14 21:15:08,2017-08-21 16:14:06,2017-09-14 00:00:00,2017-08-22 00:00:00,2017-08-22 23:29:51,sao paulo,SP,BA,2017-08-16 22:03:54
4,boleto,,Lindo! Porém as toalhas são muito finas. ,1,252.78,bed_bath_table,2100.0,15.0,25.0,18.0,socorro,delivered,16.4,d1c281d3ae149232351cd8c8cc885f0d,1,2017-05-14 15:21:50,2017-05-16 11:49:43,2017-05-22 09:00:04,2017-05-31 00:00:00,2017-05-23 00:00:00,2017-05-29 10:50:31,ibitinga,SP,SP,2017-05-22 03:22:31
5,credit_card,Parabéns pela rapidez!,"Obrigada pela rapidez! Fiquei muito satisfeita com a entrega tão rápido, muito antes do previsto ! Sempre gostei de comprar com vocês. O produto é excelente. Recomendo!",4,147.04,health_beauty,2500.0,31.0,21.0,16.0,foz do iguacu,delivered,27.14,ef0ace09169ac090589d85746e3e036f,1,2018-06-19 16:49:58,2018-06-25 13:11:00,2018-07-03 20:42:58,2018-07-18 00:00:00,2018-07-04 00:00:00,2018-07-05 09:46:38,sao goncalo,RJ,PR,2018-06-25 17:26:33
1,credit_card,Tenho receios,Esta é a primeira vez que não recebo o produto,3,86.66,bed_bath_table,5200.0,45.0,37.0,10.0,rio claro,delivered,16.76,5dceca129747e92ff8ef7a997dc4f8ca,1,2018-06-21 20:07:34,2018-06-22 14:34:00,2018-06-29 03:12:14,2018-07-11 00:00:00,2018-06-29 00:00:00,2018-07-02 22:21:27,santa barbara d´oeste,SP,SP,2018-06-27 20:17:40
5,credit_card,,boa,8,433.05,health_beauty,4600.0,34.0,34.0,9.0,santana de parnaiba,delivered,19.05,e24fc9fcd865784fb25705606fe3dfe7,1,2017-03-16 21:16:46,2017-03-17 13:12:29,2017-03-20 10:32:31,2017-04-04 00:00:00,2017-03-21 00:00:00,2017-03-22 00:58:49,braganca paulista,SP,SP,2017-03-22 21:16:46
1,credit_card,,Não recebi as botinhas ,4,181.73,pet_shop,513.0,19.0,18.0,15.0,lavras,delivered,23.61,5cf13accae3222c70a9cac40818ae839,1,2018-04-01 12:30:13,2018-04-02 13:05:32,2018-04-07 00:38:56,2018-04-19 00:00:00,2018-04-07 00:00:00,2018-04-11 01:11:59,patos de minas,MG,MG,2018-04-05 13:10:10
